action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18171922,[],CHEMBL4037934,Antagonist activity at human TLR4 expressed in mouse RAW blue cells assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 30 mins followed by LPS addition measured after 16 hrs by NF-kappaB reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCC(=O)N[C@H]1[C@@H](OP(=O)([O-])O)O[C@H](CO)[C@@H](OP(=O)([O-])O)[C@@H]1OC(=O)CCCCCCCCC.[Na+].[Na+],,,CHEMBL4033792,J Med Chem,2018,"{'bei': '6.76', 'le': '0.14', 'lle': '0.41', 'sei': '2.00'}",CHEMBL4069693,,CHEMBL4117337,4.38,0,http://www.openphacts.org/units/Nanomolar,3014850,=,1,1,=,,IC50,nM,,42000.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,42.0
,,18171923,[],CHEMBL4037934,Antagonist activity at human TLR4 expressed in mouse RAW blue cells assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 30 mins followed by LPS addition measured after 16 hrs by NF-kappaB reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCC(=O)N[C@H]1[C@@H](OP(=O)([O-])O)O[C@H](CO)[C@@H](OP(=O)([O-])O)[C@@H]1OC(=O)CCCCCCCCCCC.[Na+].[Na+],,,CHEMBL4033792,J Med Chem,2018,"{'bei': '8.20', 'le': '0.17', 'lle': '0.24', 'sei': '2.64'}",CHEMBL4070714,,CHEMBL4117338,5.77,0,http://www.openphacts.org/units/Nanomolar,3014851,=,1,1,=,,IC50,nM,,1700.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,1.7
,,18171924,[],CHEMBL4037934,Antagonist activity at human TLR4 expressed in mouse RAW blue cells assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 30 mins followed by LPS addition measured after 16 hrs by NF-kappaB reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCCCC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)CCCCCCCCCCCCC,,,CHEMBL4033792,J Med Chem,2018,"{'bei': '6.73', 'le': '0.14', 'lle': '-1.98', 'sei': '2.34'}",CHEMBL4100044,,CHEMBL4100044,5.11,0,http://www.openphacts.org/units/Nanomolar,3014853,=,1,1,=,,IC50,nM,,7700.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,7.7
,Not Active,18428809,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCC(O)CNCCOc2ccccc2OC)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4166110,,CHEMBL4166110,,0,,3058420,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,Not Active,18428810,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCCC(O)CNCCOc2ccccc2OC)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4171372,,CHEMBL4171372,,0,,3058421,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18428811,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.75', 'le': '0.19', 'lle': '0.00', 'sei': '7.48'}",CHEMBL1223751,,CHEMBL1223751,4.47,0,http://www.openphacts.org/units/Nanomolar,3058422,=,1,1,=,,IC50,nM,,34170.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,34.17
,Not Active,18428812,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4164597,,CHEMBL4164597,,0,,3058423,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18428813,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2Cl)c(C)c1CN(C)CC(O)CCOc1ccc(F)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.54', 'le': '0.19', 'lle': '-0.34', 'sei': '8.43'}",CHEMBL4170576,,CHEMBL4170576,4.26,0,http://www.openphacts.org/units/Nanomolar,3058424,=,1,1,=,,IC50,nM,,55390.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,55.39
,,18428814,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.70', 'le': '0.19', 'lle': '-0.48', 'sei': '8.49'}",CHEMBL4163298,,CHEMBL4163298,4.29,0,http://www.openphacts.org/units/Nanomolar,3058425,=,1,1,=,,IC50,nM,,51540.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,51.54
,,18428815,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '10.05', 'le': '0.20', 'lle': '-0.45', 'sei': '9.08'}",CHEMBL4174733,,CHEMBL4174733,4.58,0,http://www.openphacts.org/units/Nanomolar,3058426,=,1,1,=,,IC50,nM,,26020.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,26.02
,,18428816,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.80', 'le': '0.19', 'lle': '-0.81', 'sei': '9.12'}",CHEMBL4171608,,CHEMBL4171608,4.61,0,http://www.openphacts.org/units/Nanomolar,3058427,=,1,1,=,,IC50,nM,,24680.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,24.68
,,18428817,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2Cl)c(C)c1CN(C)CC(O)CCOc1ccc(C(C)(C)C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.87', 'le': '0.19', 'lle': '-0.98', 'sei': '9.46'}",CHEMBL4168989,,CHEMBL4168989,4.78,0,http://www.openphacts.org/units/Nanomolar,3058428,=,1,1,=,,IC50,nM,,16680.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,16.68
,Not Active,18428818,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3F)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4175054,,CHEMBL4175054,,0,,3058429,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18428819,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3C)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.44', 'le': '0.18', 'lle': '-0.26', 'sei': '7.13'}",CHEMBL4167187,,CHEMBL4167187,4.26,0,http://www.openphacts.org/units/Nanomolar,3058430,=,1,1,=,,IC50,nM,,54600.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,54.6
,,18428820,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(OCCC(O)CN(C)Cc2c(C)nn(Cc3ccc(Cl)cc3)c2C)cc1,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.72', 'le': '0.19', 'lle': '-0.27', 'sei': '7.68'}",CHEMBL4164834,,CHEMBL4164834,4.59,0,http://www.openphacts.org/units/Nanomolar,3058431,=,1,1,=,,IC50,nM,,25920.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,25.92
,,18428821,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2Cl)c(C)c1CN(C)CC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.75', 'le': '0.19', 'lle': '-0.81', 'sei': '7.40'}",CHEMBL4175471,,CHEMBL4175471,4.91,0,http://www.openphacts.org/units/Nanomolar,3058432,=,1,1,=,,IC50,nM,,12450.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,12.45
,,18428822,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2Cl)c(C)c1CN(C)CC(O)CCOc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.32', 'le': '0.18', 'lle': '-1.28', 'sei': '7.27'}",CHEMBL4175587,,CHEMBL4175587,4.82,0,http://www.openphacts.org/units/Nanomolar,3058433,=,1,1,=,,IC50,nM,,15110.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,15.11
,,18428823,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2)c(C)c1CN(C)CC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.61', 'le': '0.18', 'lle': '-0.55', 'sei': '6.79'}",CHEMBL4176208,,CHEMBL4176208,4.50,0,http://www.openphacts.org/units/Nanomolar,3058434,=,1,1,=,,IC50,nM,,31540.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,31.54
,,18428824,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1CN(C)CC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.67', 'le': '0.18', 'lle': '-0.84', 'sei': '7.34'}",CHEMBL4163980,,CHEMBL4163980,4.87,0,http://www.openphacts.org/units/Nanomolar,3058435,=,1,1,=,,IC50,nM,,13640.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,13.64
,,18428825,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2F)c(C)c1CN(C)CC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.17', 'le': '0.17', 'lle': '-0.73', 'sei': '6.73'}",CHEMBL4174322,,CHEMBL4174322,4.46,0,http://www.openphacts.org/units/Nanomolar,3058436,=,1,1,=,,IC50,nM,,34640.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,34.64
,Not Active,18428826,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nn(Cc2ccccc2Cl)cc1CN(C)CC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4168807,,CHEMBL4168807,,0,,3058437,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18428827,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '11.05', 'le': '0.20', 'lle': '0.75', 'sei': '5.93'}",CHEMBL723,CARVEDILOL,CHEMBL723,4.49,0,http://www.openphacts.org/units/Nanomolar,3058438,=,1,1,=,,IC50,nM,,32220.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,32.22
,,18428828,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1OCCNCC(O)CCOc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '10.67', 'le': '0.20', 'lle': '0.36', 'sei': '5.92'}",CHEMBL2440787,,CHEMBL2440787,4.49,0,http://www.openphacts.org/units/Nanomolar,3058439,=,1,1,=,,IC50,nM,,32550.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,32.55
,Not Active,18428829,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,OC(CNc1ccc(F)cc1)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4173294,,CHEMBL4173294,,0,,3058440,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18428830,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,OC(CNc1ccc(-c2ccccc2)cc1)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '11.42', 'le': '0.21', 'lle': '-1.18', 'sei': '8.14'}",CHEMBL4161940,,CHEMBL4161940,4.66,0,http://www.openphacts.org/units/Nanomolar,3058441,=,1,1,=,,IC50,nM,,21710.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,21.71
,,18428831,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,OC(CNc1ccc2c(c1)-c1ccccc1C2)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '11.67', 'le': '0.21', 'lle': '-0.83', 'sei': '8.57'}",CHEMBL4169865,,CHEMBL4169865,4.91,0,http://www.openphacts.org/units/Nanomolar,3058442,=,1,1,=,,IC50,nM,,12390.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,12.39
,,18428832,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)c1cc(Cl)ccc1NCC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '9.93', 'le': '0.19', 'lle': '-1.38', 'sei': '6.29'}",CHEMBL4171849,,CHEMBL4171849,4.67,0,http://www.openphacts.org/units/Nanomolar,3058443,=,1,1,=,,IC50,nM,,21120.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,21.12
,Not Active,18428833,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2ccccc2C(=O)c2cc(NCC(O)COc3cccc4[nH]c5ccccc5c34)ccc21,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4163973,,CHEMBL4163973,,0,,3058444,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18428834,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,OC(CNc1ccc2ccccc2c1)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL4152275,Eur J Med Chem,2018,"{'bei': '11.88', 'le': '0.21', 'lle': '-0.79', 'sei': '7.93'}",CHEMBL4168489,,CHEMBL4168489,4.54,0,http://www.openphacts.org/units/Nanomolar,3058445,=,1,1,=,,IC50,nM,,28530.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,28.53
,Not Active,18428835,[],CHEMBL4155233,Antagonist activity at human TLR4 expressed in HEK blue cells coexpressing MD-2/CD14 assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production after 24 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,C/N=C/c1cn(CC(O)COc2cccc3[nH]c4ccccc4c23)cn1,,,CHEMBL4152275,Eur J Med Chem,2018,,CHEMBL4160582,,CHEMBL4160582,,0,,3058446,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,18571498,[],CHEMBL4221124,Inhibition of human TLR4 signaling expressed in HEK-Blue cells co-expressing MD2/CD14 assessed as reduction in LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 2 hrs followed by LPS stimulation for 20 hrs by colorimetric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C/C(=N\O)c2nc3ccc(OC)cc3o2)cc1,,,CHEMBL4219086,Bioorg Med Chem,2018,"{'bei': '20.07', 'le': '0.37', 'lle': '3.00', 'sei': '8.13'}",CHEMBL4228510,,CHEMBL4228510,6.27,0,http://www.openphacts.org/units/Nanomolar,3083678,=,1,1,=,,IC50,nM,,540.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,0.54
,,18571499,[],CHEMBL4221124,Inhibition of human TLR4 signaling expressed in HEK-Blue cells co-expressing MD2/CD14 assessed as reduction in LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 2 hrs followed by LPS stimulation for 20 hrs by colorimetric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C/C(=N\O)c2nc3ccc(Cl)cc3o2)cc1,,,CHEMBL4219086,Bioorg Med Chem,2018,"{'bei': '16.63', 'le': '0.33', 'lle': '1.36', 'sei': '7.76'}",CHEMBL4228911,,CHEMBL4228911,5.27,0,http://www.openphacts.org/units/Nanomolar,3083679,=,1,1,=,,IC50,nM,,5420.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,5.42
,,18571500,[],CHEMBL4221124,Inhibition of human TLR4 signaling expressed in HEK-Blue cells co-expressing MD2/CD14 assessed as reduction in LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 2 hrs followed by LPS stimulation for 20 hrs by colorimetric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2nc(/C(Cc3ccccc3)=N/O)oc2c1,,,CHEMBL4219086,Bioorg Med Chem,2018,"{'bei': '17.71', 'le': '0.32', 'lle': '1.16', 'sei': '8.04'}",CHEMBL4227459,,CHEMBL4227459,4.72,0,http://www.openphacts.org/units/Nanomolar,3083683,=,1,1,=,,IC50,nM,,19250.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,19.25
,,18571501,[],CHEMBL4221124,Inhibition of human TLR4 signaling expressed in HEK-Blue cells co-expressing MD2/CD14 assessed as reduction in LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 2 hrs followed by LPS stimulation for 20 hrs by colorimetric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2oc(/C(Cc3ccc(F)cc3)=N/O)nc2c1,,,CHEMBL4219086,Bioorg Med Chem,2018,"{'bei': '15.27', 'le': '0.28', 'lle': '0.64', 'sei': '7.40'}",CHEMBL4225876,,CHEMBL4225876,4.34,0,http://www.openphacts.org/units/Nanomolar,3083685,=,1,1,=,,IC50,nM,,45650.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,45.65
,,18571502,[],CHEMBL4221124,Inhibition of human TLR4 signaling expressed in HEK-Blue cells co-expressing MD2/CD14 assessed as reduction in LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 2 hrs followed by LPS stimulation for 20 hrs by colorimetric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1C(=O)O/N=C(\C)c1nc2ccccc2o1,,,CHEMBL4219086,Bioorg Med Chem,2018,"{'bei': '14.78', 'le': '0.27', 'lle': '1.17', 'sei': '6.20'}",CHEMBL4229108,,CHEMBL4229108,4.59,0,http://www.openphacts.org/units/Nanomolar,3083694,=,1,1,=,,IC50,nM,,25900.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,25.9
,,18571503,[],CHEMBL4221124,Inhibition of human TLR4 signaling expressed in HEK-Blue cells co-expressing MD2/CD14 assessed as reduction in LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 2 hrs followed by LPS stimulation for 20 hrs by colorimetric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,,,CHEMBL4219086,Bioorg Med Chem,2018,"{'bei': '17.05', 'le': '0.37', 'lle': '2.91', 'sei': '8.51'}",CHEMBL225157,RESATORVID,CHEMBL225157,6.17,0,http://www.openphacts.org/units/Nanomolar,3083700,=,1,1,=,,IC50,nM,,680.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,0.68
,,18916444,[],CHEMBL4322143,Antagonist activity at TLR4 in human serum assessed as reduction in LPS-induced TNFalpha production after 3 hrs by ELISA,B,,,BAO_0000190,BAO_0000366,cell-free format,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,,,CHEMBL4321790,J Med Chem,2019,"{'bei': '6.72', 'le': None, 'lle': None, 'sei': None}",CHEMBL501259,ERITORAN,CHEMBL501259,8.82,0,http://www.openphacts.org/units/Nanomolar,3155625,=,1,1,=,,IC50,nM,,1.5,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,nM,UO_0000065,,1.5
